epoch,accuracy,loss,lr,mae,mse,val_accuracy,val_loss,val_mae,val_mse
0,0.9079241156578064,0.25839945673942566,0.001,0.11637793481349945,0.07056544721126556,0.9328703880310059,0.16829463839530945,0.07827258855104446,0.04517494887113571
1,0.9801897406578064,0.06311369687318802,0.001,0.03162650018930435,0.01580958440899849,0.9490740895271301,0.18511418998241425,0.05441536009311676,0.040074292570352554
2,0.9933333396911621,0.020709654316306114,0.0005,0.01327810250222683,0.005428456235677004,0.9513888955116272,0.21311400830745697,0.05506777763366699,0.04038259759545326
